superpop,pathway,n_genes,n_below,expected_below,fold,perm_p,q
AMR,GO:Calcitonin Family Receptor Signaling Pathway (GO:0097646),6,0,0.5137297975835556,0.0,1.0,1.0
AMR,GO:Calcium Import Into The Mitochondrion (GO:0036444),9,0,0.7705946963753334,0.0,1.0,1.0
AMR,GO:Calcium Ion Homeostasis (GO:0055074),100,6,8.56216329305926,0.7007574832009774,1.0,1.0
AMR,GO:Calcium Ion Import (GO:0070509),12,1,1.0274595951671113,0.9732742822235797,1.0,1.0
AMR,GO:Calcium Ion Transmembrane Import Into Cytosol (GO:0097553),79,6,6.7641090015168155,0.8870347888619967,1.0,1.0
AMR,GO:Calcium Ion Transmembrane Transport (GO:0070588),78,5,6.678487368586223,0.748672524787369,1.0,1.0
AMR,GO:Calcium Ion Transport (GO:0006816),111,7,9.50400125529578,0.7365318892502765,1.0,1.0
AMR,GO:Calcium Ion Transport Into Cytosol (GO:0060402),9,0,0.7705946963753334,0.0,1.0,1.0
AMR,GO:Calcium Ion-Regulated Exocytosis Of Neurotransmitter (GO:0048791),14,1,1.1987028610282966,0.8342350990487826,1.0,1.0
AMR,GO:Calcium-Dependent Cell-Cell Adhesion Via Plasma Membrane Cell Adhesion Molecules (GO:0016339),38,0,3.253622051362519,0.0,1.0,1.0
AMR,GO:Calcium-Independent Cell-Cell Adhesion Via Plasma Membrane Cell-Adhesion Molecules (GO:0016338),18,0,1.5411893927506668,0.0,1.0,1.0
AMR,GO:Calcium-Mediated Signaling (GO:0019722),81,4,6.9353522673780015,0.5767551302065658,1.0,1.0
AMR,GO:Calcium-Mediated Signaling Using Intracellular Calcium Source (GO:0035584),18,0,1.5411893927506668,0.0,1.0,1.0
AMR,GO:Camera-Type Eye Development (GO:0043010),24,1,2.0549191903342225,0.48663714111178985,1.0,1.0
AMR,GO:Camera-Type Eye Morphogenesis (GO:0048593),8,0,0.6849730634447408,0.0,1.0,1.0
AMR,GO:Cap-Dependent Translational Initiation (GO:0002191),5,0,0.42810816465296303,0.0,1.0,1.0
AMR,GO:Carbohydrate Biosynthetic Process (GO:0016051),25,0,2.140540823264815,0.0,1.0,1.0
AMR,GO:Carbohydrate Catabolic Process (GO:0016052),38,2,3.253622051362519,0.614699546667524,1.0,1.0
AMR,GO:Carbohydrate Derivative Biosynthetic Process (GO:1901137),28,1,2.397405722056593,0.4171175495243913,1.0,1.0
AMR,GO:Carbohydrate Derivative Catabolic Process (GO:1901136),17,1,1.4555677598200742,0.6870171403931151,1.0,1.0
AMR,GO:Carbohydrate Derivative Transport (GO:1901264),17,1,1.4555677598200742,0.6870171403931151,1.0,1.0
AMR,GO:Carbon Dioxide Transport (GO:0015670),11,0,0.9418379622365187,0.0,1.0,1.0
AMR,GO:Carboxylic Acid Catabolic Process (GO:0046395),16,1,1.3699461268894817,0.7299557116676848,1.0,1.0
AMR,GO:Carboxylic Acid Transmembrane Transport (GO:1905039),37,0,3.1680004184319266,0.0,1.0,1.0
AMR,GO:Carboxylic Acid Transport (GO:0046942),49,0,4.195460013599038,0.0,1.0,1.0
AMR,GO:Cardiac Atrium Development (GO:0003230),7,0,0.5993514305141483,0.0,1.0,1.0
AMR,GO:Cardiac Atrium Morphogenesis (GO:0003209),18,0,1.5411893927506668,0.0,1.0,1.0
AMR,GO:Cardiac Cell Development (GO:0055006),14,0,1.1987028610282966,0.0,1.0,1.0
AMR,GO:Cardiac Conduction (GO:0061337),44,3,3.767351848946075,0.7963153218192924,1.0,1.0
AMR,GO:Cardiac Conduction System Development (GO:0003161),25,1,2.140540823264815,0.46717165546731826,1.0,1.0
AMR,GO:Cardiac Left Ventricle Morphogenesis (GO:0003214),13,1,1.1130812280977038,0.8984070297448429,1.0,1.0
AMR,GO:Cardiac Muscle Cell Development (GO:0055013),26,2,2.2261624561954076,0.8984070297448429,1.0,1.0
AMR,GO:Cardiac Muscle Cell Differentiation (GO:0055007),27,0,2.311784089126,0.0,1.0,1.0
AMR,GO:Cardiac Muscle Cell Myoblast Differentiation (GO:0060379),6,0,0.5137297975835556,0.0,1.0,1.0
AMR,GO:Cardiac Muscle Cell-Cardiac Muscle Cell Adhesion (GO:0086042),6,0,0.5137297975835556,0.0,1.0,1.0
AMR,GO:Cardiac Muscle Hypertrophy (GO:0003300),6,0,0.5137297975835556,0.0,1.0,1.0
AMR,GO:Cardiac Muscle Tissue Development (GO:0048738),51,1,4.366703279460223,0.22900571346437168,1.0,1.0
AMR,GO:Cardiac Muscle Tissue Morphogenesis (GO:0055008),31,2,2.654270620848371,0.7535026701085779,1.0,1.0
AMR,GO:Cardiac Pacemaker Cell Development (GO:0060926),6,0,0.5137297975835556,0.0,1.0,1.0
AMR,GO:Cardiac Right Ventricle Morphogenesis (GO:0003215),12,1,1.0274595951671113,0.9732742822235797,1.0,1.0
AMR,GO:Cardiac Ventricle Development (GO:0003231),19,0,1.6268110256812596,0.0,1.0,1.0
AMR,GO:Cardioblast Differentiation (GO:0010002),8,0,0.6849730634447408,0.0,1.0,1.0
AMR,GO:Cardiocyte Differentiation (GO:0035051),13,0,1.1130812280977038,0.0,1.0,1.0
AMR,GO:Cardiolipin Biosynthetic Process (GO:0032049),6,0,0.5137297975835556,0.0,1.0,1.0
AMR,GO:Cardiolipin Metabolic Process (GO:0032048),11,0,0.9418379622365187,0.0,1.0,1.0
AMR,GO:Carnitine Metabolic Process (GO:0009437),8,0,0.6849730634447408,0.0,1.0,1.0
AMR,GO:Cartilage Development (GO:0051216),51,3,4.366703279460223,0.687017140393115,1.0,1.0
AMR,GO:Catecholamine Biosynthetic Process (GO:0042423),10,0,0.8562163293059261,0.0,1.0,1.0
AMR,GO:Catecholamine Metabolic Process (GO:0006584),13,1,1.1130812280977038,0.8984070297448429,1.0,1.0
AMR,GO:Catecholamine Transport (GO:0051937),7,0,0.5993514305141483,0.0,1.0,1.0
AMR,GO:Catecholamine Uptake (GO:0090493),6,0,0.5137297975835556,0.0,1.0,1.0
AMR,GO:Cell Differentiation In Hindbrain (GO:0021533),9,0,0.7705946963753334,0.0,1.0,1.0
AMR,GO:Cell Differentiation In Spinal Cord (GO:0021515),8,0,0.6849730634447408,0.0,1.0,1.0
AMR,GO:Cell Junction Assembly (GO:0034329),93,1,7.962811862545112,0.12558377835142964,1.0,1.0
AMR,GO:Cell Junction Disassembly (GO:0150146),5,0,0.42810816465296303,0.0,1.0,1.0
AMR,GO:Cell Junction Organization (GO:0034330),56,0,4.794811444113186,0.0,1.0,1.0
AMR,GO:Cell Migration Involved In Sprouting Angiogenesis (GO:0002042),16,0,1.3699461268894817,0.0,1.0,1.0
AMR,GO:Cell Morphogenesis Involved In Differentiation (GO:0000904),22,0,1.8836759244730374,0.0,1.0,1.0
AMR,GO:Cell Morphogenesis Involved In Neuron Differentiation (GO:0048667),73,3,6.25037920393326,0.479970878904779,1.0,1.0
AMR,GO:Cell Projection Assembly (GO:0030031),12,1,1.0274595951671113,0.9732742822235797,1.0,1.0
AMR,GO:Cell Projection Organization (GO:0030030),20,1,1.7124326586118521,0.5839645693341479,1.0,1.0
AMR,GO:Cell Surface Pattern Recognition Receptor Signaling Pathway (GO:0002752),8,0,0.6849730634447408,0.0,1.0,1.0
AMR,GO:Cell Surface Receptor Signaling Pathway Involved In Cell-Cell Signaling (GO:1905114),23,1,1.96929755740363,0.5077952776818676,1.0,1.0
AMR,GO:Cell Surface Toll-Like Receptor Signaling Pathway (GO:0140895),15,1,1.2843244939588891,0.7786194257788637,1.0,1.0
AMR,GO:Cell-Cell Adhesion Mediated By Cadherin (GO:0044331),26,0,2.2261624561954076,0.0,1.0,1.0
AMR,GO:Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742),164,4,14.041947800617187,0.2848607655288526,1.0,1.0
AMR,GO:Cell-Cell Junction Assembly (GO:0007043),70,2,5.993514305141482,0.33369403961951305,1.0,1.0
AMR,GO:Cell-Cell Junction Maintenance (GO:0045217),12,1,1.0274595951671113,0.9732742822235797,1.0,1.0
AMR,GO:Cell-Cell Junction Organization (GO:0045216),67,1,5.736649406349705,0.1743177818907904,1.0,1.0
AMR,GO:Cell-Cell Signaling By Wnt (GO:0198738),20,1,1.7124326586118521,0.5839645693341479,1.0,1.0
AMR,GO:Cell-Cell Signaling Involved In Cardiac Conduction (GO:0086019),5,0,0.42810816465296303,0.0,1.0,1.0
AMR,GO:Cell-Matrix Adhesion (GO:0007160),107,6,9.16151472357341,0.654913535701848,1.0,1.0
AMR,GO:Cell-Substrate Junction Assembly (GO:0007044),28,2,2.397405722056593,0.8342350990487826,1.0,1.0
AMR,GO:Cellular Biogenic Amine Catabolic Process (GO:0042402),7,0,0.5993514305141483,0.0,1.0,1.0
AMR,GO:Cellular Component Disassembly (GO:0022411),46,0,3.93859511480726,0.0,1.0,1.0
AMR,GO:Cellular Component Maintenance (GO:0043954),12,1,1.0274595951671113,0.9732742822235797,1.0,1.0
AMR,GO:Cellular Hyperosmotic Response (GO:0071474),6,0,0.5137297975835556,0.0,1.0,1.0
AMR,GO:Cellular Hypotonic Response (GO:0071476),6,0,0.5137297975835556,0.0,1.0,1.0
AMR,GO:Cellular Lipid Biosynthetic Process (GO:0097384),5,0,0.42810816465296303,0.0,1.0,1.0
AMR,GO:Cellular Modified Amino Acid Biosynthetic Process (GO:0042398),7,0,0.5993514305141483,0.0,1.0,1.0
AMR,GO:Cellular Nitrogen Compound Biosynthetic Process (GO:0044271),32,1,2.7398922537789634,0.3649778558338424,1.0,1.0
AMR,GO:Cellular Response To ATP (GO:0071318),12,0,1.0274595951671113,0.0,1.0,1.0
AMR,GO:Cellular Response To BMP Stimulus (GO:0071773),63,3,5.394162874627334,0.5561567326991884,1.0,1.0
AMR,GO:Cellular Response To UV (GO:0034644),75,4,6.421622469794445,0.622895540623091,1.0,1.0
AMR,GO:Cellular Response To UV-B (GO:0071493),11,0,0.9418379622365187,0.0,1.0,1.0
AMR,GO:Cellular Response To Acetylcholine (GO:1905145),10,0,0.8562163293059261,0.0,1.0,1.0
AMR,GO:Cellular Response To Acid Chemical (GO:0071229),25,0,2.140540823264815,0.0,1.0,1.0
AMR,GO:Cellular Response To Acidic pH (GO:0071468),11,0,0.9418379622365187,0.0,1.0,1.0
AMR,GO:Cellular Response To Alcohol (GO:0097306),52,1,4.452324912390815,0.22460175743621072,1.0,1.0
AMR,GO:Cellular Response To Alkaloid (GO:0071312),16,0,1.3699461268894817,0.0,1.0,1.0
AMR,GO:Cellular Response To Amino Acid Starvation (GO:0034198),41,2,3.510486950154297,0.5697215310577052,1.0,1.0
AMR,GO:Cellular Response To Amino Acid Stimulus (GO:0071230),32,1,2.7398922537789634,0.3649778558338424,1.0,1.0
AMR,GO:Cellular Response To Amyloid-Beta (GO:1904646),34,2,2.9111355196401485,0.6870171403931151,1.0,1.0
AMR,GO:Cellular Response To Angiotensin (GO:1904385),7,0,0.5993514305141483,0.0,1.0,1.0
AMR,GO:Cellular Response To Bacterial Lipopeptide (GO:0071221),6,0,0.5137297975835556,0.0,1.0,1.0
AMR,GO:Cellular Response To cAMP (GO:0071320),30,2,2.5686489879177783,0.7786194257788637,1.0,1.0
AMR,GO:Cellular Response To Cadmium Ion (GO:0071276),22,1,1.8836759244730374,0.5308768812128616,1.0,1.0
AMR,GO:Cellular Response To Caffeine (GO:0071313),6,0,0.5137297975835556,0.0,1.0,1.0
AMR,GO:Cellular Response To Calcium Ion (GO:0071277),69,5,5.90789267221089,0.8463254628031127,1.0,1.0
AMR,GO:Cellular Response To Chemical Stress (GO:0062197),86,5,7.363460432030964,0.6790285689931952,1.0,1.0
AMR,GO:Cellular Response To Cholesterol (GO:0071397),10,0,0.8562163293059261,0.0,1.0,1.0
AMR,GO:Cellular Response To Cold (GO:0070417),5,0,0.42810816465296303,0.0,1.0,1.0
AMR,GO:Cellular Response To Copper Ion (GO:0071280),18,0,1.5411893927506668,0.0,1.0,1.0
AMR,GO:Cellular Response To Corticosteroid Stimulus (GO:0071384),15,0,1.2843244939588891,0.0,1.0,1.0
AMR,GO:Cellular Response To Cytokine Stimulus (GO:0071345),294,23,25.172760081594227,0.9136860608629523,1.0,1.0
AMR,GO:Cellular Response To Decreased Oxygen Levels (GO:0036294),71,1,6.079135938072075,0.16449706178426698,1.0,1.0
AMR,GO:Cellular Response To dsRNA (GO:0071359),16,1,1.3699461268894817,0.7299557116676848,1.0,1.0
AMR,GO:Cellular Response To Epinephrine Stimulus (GO:0071872),7,0,0.5993514305141483,0.0,1.0,1.0
AMR,GO:Cellular Response To Exogenous dsRNA (GO:0071360),13,1,1.1130812280977038,0.8984070297448429,1.0,1.0
AMR,GO:Cellular Response To Fatty Acid (GO:0071398),15,1,1.2843244939588891,0.7786194257788637,1.0,1.0
AMR,GO:Cellular Response To Fibroblast Growth Factor Stimulus (GO:0044344),53,3,4.537946545321408,0.6610919652839409,1.0,1.0
AMR,GO:Cellular Response To Gamma Radiation (GO:0071480),16,0,1.3699461268894817,0.0,1.0,1.0
AMR,GO:Cellular Response To Glucocorticoid Stimulus (GO:0071385),17,0,1.4555677598200742,0.0,1.0,1.0
AMR,GO:Cellular Response To Glucose Stimulus (GO:0071333),32,2,2.7398922537789634,0.7299557116676848,1.0,1.0
AMR,GO:Cellular Response To Gonadotropin Stimulus (GO:0071371),6,0,0.5137297975835556,0.0,1.0,1.0
AMR,GO:Cellular Response To Granulocyte Macrophage Colony-Stimulating Factor Stimulus (GO:0097011),5,0,0.42810816465296303,0.0,1.0,1.0
AMR,GO:Cellular Response To Growth Factor Stimulus (GO:0071363),152,13,13.014488205450077,0.9988867633347265,1.0,1.0
AMR,GO:Cellular Response To Growth Hormone Stimulus (GO:0071378),11,0,0.9418379622365187,0.0,1.0,1.0
AMR,GO:Cellular Response To Heat (GO:0034605),34,2,2.9111355196401485,0.6870171403931151,1.0,1.0
AMR,GO:Cellular Response To Hexose Stimulus (GO:0071331),24,2,2.0549191903342225,0.9732742822235797,1.0,1.0
AMR,GO:Cellular Response To Histamine (GO:0071420),6,0,0.5137297975835556,0.0,1.0,1.0
AMR,GO:Cellular Response To Hormone Stimulus (GO:0032870),91,6,7.791568596683927,0.7700631683527224,1.0,1.0
AMR,GO:Cellular Response To Hydrogen Peroxide (GO:0070301),33,2,2.825513886709556,0.7078358416171489,1.0,1.0
AMR,GO:Cellular Response To Hydroxyurea (GO:0072711),8,0,0.6849730634447408,0.0,1.0,1.0
AMR,GO:Cellular Response To Hypoxia (GO:0071456),70,1,5.993514305141482,0.16684701980975652,1.0,1.0
AMR,GO:Cellular Response To Inorganic Substance (GO:0071241),17,1,1.4555677598200742,0.6870171403931151,1.0,1.0
AMR,GO:Cellular Response To Insulin Stimulus (GO:0032869),95,7,8.134055128406297,0.8605793653345337,1.0,1.0
AMR,GO:Cellular Response To Interferon-Alpha (GO:0035457),7,0,0.5993514305141483,0.0,1.0,1.0
AMR,GO:Cellular Response To Interleukin-12 (GO:0071349),10,0,0.8562163293059261,0.0,1.0,1.0
AMR,GO:Cellular Response To Interleukin-4 (GO:0071353),13,1,1.1130812280977038,0.8984070297448429,1.0,1.0
AMR,GO:Cellular Response To Interleukin-6 (GO:0071354),22,0,1.8836759244730374,0.0,1.0,1.0
AMR,GO:Cellular Response To Ionizing Radiation (GO:0071479),52,2,4.452324912390815,0.44920351487242144,1.0,1.0
AMR,GO:Cellular Response To Iron Ion (GO:0071281),5,0,0.42810816465296303,0.0,1.0,1.0
AMR,GO:Cellular Response To Ketone (GO:1901655),43,1,3.681730216015482,0.2716114275972781,1.0,1.0
AMR,GO:Cellular Response To Leptin Stimulus (GO:0044320),7,0,0.5993514305141483,0.0,1.0,1.0
AMR,GO:Cellular Response To Light Stimulus (GO:0071482),59,3,5.051676342904964,0.5938622738991334,1.0,1.0
AMR,GO:Cellular Response To Lipoteichoic Acid (GO:0071223),5,0,0.42810816465296303,0.0,1.0,1.0
AMR,GO:Cellular Response To Magnesium Ion (GO:0071286),5,0,0.42810816465296303,0.0,1.0,1.0
AMR,GO:Cellular Response To Mechanical Stimulus (GO:0071260),46,2,3.93859511480726,0.5077952776818676,1.0,1.0
AMR,GO:Cellular Response To Metal Ion (GO:0071248),132,7,11.302055546838224,0.6193563614150053,1.0,1.0
AMR,GO:Cellular Response To Monoamine Stimulus (GO:0071868),6,0,0.5137297975835556,0.0,1.0,1.0
AMR,GO:Cellular Response To Nitrogen Compound (GO:1901699),15,0,1.2843244939588891,0.0,1.0,1.0
AMR,GO:Cellular Response To Nutrient Levels (GO:0031669),74,5,6.336000836863853,0.7891413099110105,1.0,1.0
AMR,GO:Cellular Response To Organic Cyclic Compound (GO:0071407),147,8,12.586380040797113,0.6356076945133582,1.0,1.0
AMR,GO:Cellular Response To Organic Substance (GO:0071310),79,4,6.7641090015168155,0.5913565259079978,1.0,1.0
AMR,GO:Cellular Response To Organonitrogen Compound (GO:0071417),100,2,8.56216329305926,0.23358582773365913,1.0,1.0
AMR,GO:Cellular Response To Osmotic Stress (GO:0071470),26,2,2.2261624561954076,0.8984070297448429,1.0,1.0
AMR,GO:Cellular Response To Oxidative Stress (GO:0034599),116,9,9.932109419948743,0.9061519179322983,1.0,1.0
AMR,GO:Cellular Response To Oxygen-Containing Compound (GO:1901701),397,29,33.991788273445266,0.8531472297576971,1.0,1.0
AMR,GO:Cellular Response To pH (GO:0071467),20,1,1.7124326586118521,0.5839645693341479,1.0,1.0
AMR,GO:Cellular Response To Peptide (GO:1901653),55,3,4.709189811182593,0.6370522574554339,1.0,1.0
AMR,GO:Cellular Response To Peptide Hormone Stimulus (GO:0071375),88,4,7.53470369789215,0.5308768812128616,1.0,1.0
AMR,GO:Cellular Response To Potassium Ion (GO:0035865),7,0,0.5993514305141483,0.0,1.0,1.0
AMR,GO:Cellular Response To Prostaglandin E Stimulus (GO:0071380),6,0,0.5137297975835556,0.0,1.0,1.0
AMR,GO:Cellular Response To Prostaglandin Stimulus (GO:0071379),9,0,0.7705946963753334,0.0,1.0,1.0
AMR,GO:Cellular Response To Purine-Containing Compound (GO:0071415),9,0,0.7705946963753334,0.0,1.0,1.0
AMR,GO:Cellular Response To Radiation (GO:0071478),44,2,3.767351848946075,0.5308768812128616,1.0,1.0
AMR,GO:Cellular Response To Reactive Oxygen Species (GO:0034614),72,6,6.164757571002667,0.9732742822235798,1.0,1.0
AMR,GO:Cellular Response To Retinoic Acid (GO:0071300),41,3,3.510486950154297,0.8545822965865578,1.0,1.0
AMR,GO:Cellular Response To Salt (GO:1902075),107,5,9.16151472357341,0.54576127975154,1.0,1.0
AMR,GO:Cellular Response To Starvation (GO:0009267),120,7,10.274595951671113,0.6812919975565057,1.0,1.0
AMR,GO:Cellular Response To Sterol (GO:0036315),15,0,1.2843244939588891,0.0,1.0,1.0
AMR,GO:Cellular Response To Thyroid Hormone Stimulus (GO:0097067),10,0,0.8562163293059261,0.0,1.0,1.0
AMR,GO:Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560),93,6,7.962811862545112,0.7535026701085779,1.0,1.0
AMR,GO:Cellular Response To Tumor Necrosis Factor (GO:0071356),115,8,9.84648778701815,0.8124724442909882,1.0,1.0
AMR,GO:Cellular Response To Type I Interferon (GO:0071357),37,3,3.1680004184319266,0.9469695718932126,1.0,1.0
AMR,GO:Cellular Response To Type II Interferon (GO:0071346),63,1,5.394162874627334,0.18538557756639615,1.0,1.0
AMR,GO:Cellular Response To Unfolded Protein (GO:0034620),17,1,1.4555677598200742,0.6870171403931151,1.0,1.0
AMR,GO:Cellular Response To Vascular Endothelial Growth Factor Stimulus (GO:0035924),31,0,2.654270620848371,0.0,1.0,1.0
AMR,GO:Cellular Response To Virus (GO:0098586),62,5,5.308541241696742,0.9418783376357223,1.0,1.0
AMR,GO:Cellular Response To Xenobiotic Stimulus (GO:0071466),26,2,2.2261624561954076,0.8984070297448429,1.0,1.0
AMR,GO:Cellular Response To Zinc Ion (GO:0071294),13,1,1.1130812280977038,0.8984070297448429,1.0,1.0
AMR,GO:Central Nervous System Neuron Differentiation (GO:0021953),27,2,2.311784089126,0.8651326953098487,1.0,1.0
AMR,GO:Central Nervous System Projection Neuron Axonogenesis (GO:0021952),11,0,0.9418379622365187,0.0,1.0,1.0
AMR,GO:Ceramide Biosynthetic Process (GO:0046513),42,0,3.5961085830848893,0.0,1.0,1.0
AMR,GO:Ceramide Catabolic Process (GO:0046514),14,0,1.1987028610282966,0.0,1.0,1.0
AMR,GO:Ceramide Metabolic Process (GO:0006672),55,3,4.709189811182593,0.6370522574554339,1.0,1.0
AMR,GO:Ceramide Transport (GO:0035627),13,1,1.1130812280977038,0.8984070297448429,1.0,1.0
AMR,GO:Chaperone-Mediated Protein Complex Assembly (GO:0051131),19,0,1.6268110256812596,0.0,1.0,1.0
AMR,GO:Chemical Synaptic Transmission (GO:0007268),258,18,22.090381296092893,0.8148342827918341,1.0,1.0
AMR,"GO:Chemical Synaptic Transmission, Postsynaptic (GO:0099565)",24,2,2.0549191903342225,0.9732742822235797,1.0,1.0
AMR,GO:Chitin Catabolic Process (GO:0006032),5,0,0.42810816465296303,0.0,1.0,1.0
AMR,GO:Chitin Metabolic Process (GO:0006030),5,0,0.42810816465296303,0.0,1.0,1.0
AMR,GO:Chloride Transmembrane Transport (GO:1902476),45,3,3.8529734818766674,0.7786194257788637,1.0,1.0
AMR,GO:Chloride Transport (GO:0006821),71,5,6.079135938072075,0.822485308921335,1.0,1.0
AMR,GO:Cholesterol Catabolic Process (GO:0006707),6,0,0.5137297975835556,0.0,1.0,1.0
AMR,GO:Cholesterol Efflux (GO:0033344),23,1,1.96929755740363,0.5077952776818676,1.0,1.0
AMR,GO:Cholesterol Homeostasis (GO:0042632),72,6,6.164757571002667,0.9732742822235798,1.0,1.0
AMR,GO:Cholesterol Import (GO:0070508),5,0,0.42810816465296303,0.0,1.0,1.0
AMR,GO:Cholesterol Transport (GO:0030301),51,3,4.366703279460223,0.687017140393115,1.0,1.0
AMR,GO:Choline Metabolic Process (GO:0019695),5,0,0.42810816465296303,0.0,1.0,1.0
AMR,GO:Choline Transport (GO:0015871),6,0,0.5137297975835556,0.0,1.0,1.0
AMR,GO:Chondrocyte Development (GO:0002063),5,0,0.42810816465296303,0.0,1.0,1.0
AMR,GO:Chondroitin Sulfate Biosynthetic Process (GO:0030206),12,0,1.0274595951671113,0.0,1.0,1.0
AMR,GO:Chondroitin Sulfate Metabolic Process (GO:0030204),15,0,1.2843244939588891,0.0,1.0,1.0
AMR,GO:Chondroitin Sulfate Proteoglycan Biosynthetic Process (GO:0050650),18,1,1.5411893927506668,0.6488495214823865,1.0,1.0
AMR,GO:Chordate Embryonic Development (GO:0043009),59,1,5.051676342904964,0.19795409129971114,1.0,1.0
AMR,GO:Chromosome Condensation (GO:0030261),30,2,2.5686489879177783,0.7786194257788637,1.0,1.0
AMR,GO:Circulatory System Development (GO:0072359),127,10,10.87394738218526,0.9196292430459021,1.0,1.0
AMR,GO:Citrulline Metabolic Process (GO:0000052),5,0,0.42810816465296303,0.0,1.0,1.0
AMR,GO:Clathrin Coat Assembly (GO:0048268),13,1,1.1130812280977038,0.8984070297448429,1.0,1.0
AMR,GO:Clathrin Coat Disassembly (GO:0072318),6,0,0.5137297975835556,0.0,1.0,1.0
AMR,GO:Clathrin-Coated Vesicle Cargo Loading (GO:0035652),6,0,0.5137297975835556,0.0,1.0,1.0
AMR,"GO:Clathrin-Coated Vesicle Cargo Loading, AP-3-mediated (GO:0035654)",6,0,0.5137297975835556,0.0,1.0,1.0
AMR,GO:Clathrin-Dependent Endocytosis (GO:0072583),26,1,2.2261624561954076,0.44920351487242144,1.0,1.0
AMR,GO:Cleavage Furrow Formation (GO:0036089),6,0,0.5137297975835556,0.0,1.0,1.0
AMR,GO:Cobalamin Metabolic Process (GO:0009235),7,0,0.5993514305141483,0.0,1.0,1.0
AMR,GO:Cochlea Morphogenesis (GO:0090103),10,0,0.8562163293059261,0.0,1.0,1.0
AMR,GO:Cognition (GO:0050890),42,2,3.5961085830848893,0.5561567326991884,1.0,1.0
AMR,GO:Collagen Fibril Organization (GO:0030199),41,3,3.510486950154297,0.8545822965865578,1.0,1.0
AMR,GO:Collagen-Activated Signaling Pathway (GO:0038065),7,0,0.5993514305141483,0.0,1.0,1.0
AMR,GO:Collecting Duct Development (GO:0072044),7,0,0.5993514305141483,0.0,1.0,1.0
AMR,GO:Commissural Neuron Axon Guidance (GO:0071679),8,0,0.6849730634447408,0.0,1.0,1.0
AMR,"GO:Complement Activation, Lectin Pathway (GO:0001867)",8,0,0.6849730634447408,0.0,1.0,1.0
AMR,GO:Complement Receptor Mediated Signaling Pathway (GO:0002430),10,0,0.8562163293059261,0.0,1.0,1.0
AMR,GO:Connective Tissue Development (GO:0061448),37,0,3.1680004184319266,0.0,1.0,1.0
AMR,GO:Constitutive Heterochromatin Formation (GO:0140719),8,0,0.6849730634447408,0.0,1.0,1.0
AMR,GO:Contact Inhibition (GO:0060242),5,0,0.42810816465296303,0.0,1.0,1.0
AMR,GO:Copper Ion Homeostasis (GO:0055070),11,0,0.9418379622365187,0.0,1.0,1.0
AMR,GO:Copper Ion Import (GO:0015677),6,0,0.5137297975835556,0.0,1.0,1.0
AMR,GO:Copper Ion Transport (GO:0006825),9,0,0.7705946963753334,0.0,1.0,1.0
AMR,GO:Coronary Vasculature Development (GO:0060976),5,0,0.42810816465296303,0.0,1.0,1.0
AMR,GO:Coronary Vasculature Morphogenesis (GO:0060977),7,0,0.5993514305141483,0.0,1.0,1.0
AMR,GO:Coumarin Metabolic Process (GO:0009804),5,0,0.42810816465296303,0.0,1.0,1.0
AMR,GO:Cranial Nerve Development (GO:0021545),13,0,1.1130812280977038,0.0,1.0,1.0
AMR,GO:Cyclic Nucleotide Transport (GO:0070729),7,0,0.5993514305141483,0.0,1.0,1.0
AMR,GO:Cyclic-Nucleotide-Mediated Signaling (GO:0019935),38,1,3.253622051362519,0.307349773333762,1.0,1.0
AMR,GO:Cyclooxygenase Pathway (GO:0019371),8,0,0.6849730634447408,0.0,1.0,1.0
AMR,GO:Cytidine To Uridine Editing (GO:0016554),11,0,0.9418379622365187,0.0,1.0,1.0
AMR,GO:Cytochrome Complex Assembly (GO:0017004),6,0,0.5137297975835556,0.0,1.0,1.0
AMR,GO:Cytokine-Mediated Signaling Pathway (GO:0019221),243,20,20.806056802134,0.9612585503442763,1.0,1.0
AMR,GO:Cytoplasmic Microtubule Organization (GO:0031122),48,2,4.109838380668445,0.48663714111178985,1.0,1.0
AMR,GO:Cytoplasmic Sequestering Of NF-kappaB (GO:0007253),5,0,0.42810816465296303,0.0,1.0,1.0
AMR,GO:Cytoplasmic Sequestering Of Protein (GO:0051220),12,0,1.0274595951671113,0.0,1.0,1.0
AMR,GO:Cytoplasmic Sequestering Of Transcription Factor (GO:0042994),11,0,0.9418379622365187,0.0,1.0,1.0
AMR,GO:Cytoplasmic Translation (GO:0002181),88,3,7.53470369789215,0.3981576609096462,1.0,1.0
AMR,GO:Cytoskeleton Organization (GO:0007010),106,7,9.075893090642817,0.7712739594979311,1.0,1.0
AMR,GO:Cytoskeleton-Dependent Cytokinesis (GO:0061640),79,5,6.7641090015168155,0.7391956573849973,1.0,1.0
AMR,GO:Defense Response To Gram-positive Bacterium (GO:0050830),83,6,7.106595533239187,0.8442861243385269,1.0,1.0
AMR,GO:Defense Response To Symbiont (GO:0140546),144,11,12.329515142005334,0.8921680920382814,1.0,1.0
AMR,GO:Defense Response To Tumor Cell (GO:0002357),11,0,0.9418379622365187,0.0,1.0,1.0
AMR,GO:Dehydroascorbic Acid Transport (GO:0070837),8,0,0.6849730634447408,0.0,1.0,1.0
AMR,GO:Delamination (GO:0060232),6,0,0.5137297975835556,0.0,1.0,1.0
