pathway,n_genes,n_below,expected_below,fold_enrichment,mean_rank_pct,perm_p,q_value,significant_fdr05
GO_BP:AV Node Cell Action Potential (GO:0086016),6,1,0.5598390171573819,1.7862277714718122,65.09311744888934,0.44446555534444654,1.0,False
GO_BP:Negative Regulation Of Cell Cycle G2/M Phase Transition (GO:1902750),6,1,0.5598390171573819,1.7862277714718122,57.557994265446894,0.44450555494445054,1.0,False
GO_BP:RNA Secondary Structure Unwinding (GO:0010501),6,1,0.5598390171573819,1.7862277714718122,38.495386494606514,0.44451555484445154,1.0,False
GO_BP:Positive Regulation Of Lamellipodium Morphogenesis (GO:2000394),6,1,0.5598390171573819,1.7862277714718122,34.494929224828645,0.44455555444445555,1.0,False
GO_BP:Protein Glycosylation (GO:0006486),141,14,13.156216903198475,1.064135693642782,53.923485095840746,0.44458555414445855,1.0,False
GO_BP:Regulation Of Voltage-Gated Calcium Channel Activity (GO:1901385),26,3,2.425969074348655,1.2366192264035623,53.3714284958077,0.44460555394446055,1.0,False
GO_BP:Negative Regulation Of Glycogen Metabolic Process (GO:0070874),6,1,0.5598390171573819,1.7862277714718122,46.00109588637784,0.44463555364446355,1.0,False
GO_BP:Negative Regulation Of Lymphocyte Differentiation (GO:0045620),6,1,0.5598390171573819,1.7862277714718122,45.71789233697956,0.44465555344446556,1.0,False
GO_BP:Actin Filament Reorganization (GO:0090527),6,1,0.5598390171573819,1.7862277714718122,41.91923642439788,0.44467555324446756,1.0,False
GO_BP:Hemostasis (GO:0007599),6,1,0.5598390171573819,1.7862277714718122,56.52753548845296,0.44469555304446956,1.0,False
GO_BP:AV Node Cell To Bundle Of His Cell Communication (GO:0086067),6,1,0.5598390171573819,1.7862277714718122,54.45580425577805,0.44477555224447757,1.0,False
GO_BP:Auditory Receptor Cell Morphogenesis (GO:0002093),6,1,0.5598390171573819,1.7862277714718122,44.74458176121281,0.4448255517444826,1.0,False
GO_BP:Response To UV-C (GO:0010225),6,1,0.5598390171573819,1.7862277714718122,33.970806068354875,0.4448455515444846,1.0,False
GO_BP:Positive Regulation Of Pinocytosis (GO:0048549),6,1,0.5598390171573819,1.7862277714718122,52.76765928672228,0.4448655513444866,1.0,False
GO_BP:Elastic Fiber Assembly (GO:0048251),6,1,0.5598390171573819,1.7862277714718122,48.01672021045473,0.4448755512444876,1.0,False
GO_BP:Positive Regulation Of IRE1-mediated Unfolded Protein Response (GO:1903896),6,1,0.5598390171573819,1.7862277714718122,47.93869897314435,0.4448855511444886,1.0,False
GO_BP:Glycoside Catabolic Process (GO:0016139),6,1,0.5598390171573819,1.7862277714718122,41.81265099039041,0.4449055509444906,1.0,False
GO_BP:Regulation Of Centriole Elongation (GO:1903722),6,1,0.5598390171573819,1.7862277714718122,40.2076945551704,0.4449055509444906,1.0,False
GO_BP:Epithelial Cell Differentiation Involved In Kidney Development (GO:0035850),6,1,0.5598390171573819,1.7862277714718122,50.211938841937894,0.4449355506444936,1.0,False
GO_BP:Positive Regulation Of Cellular Catabolic Process (GO:0031331),141,14,13.156216903198475,1.064135693642782,48.90383335331657,0.44495555044449553,1.0,False
GO_BP:Dorsal Aorta Development (GO:0035907),6,1,0.5598390171573819,1.7862277714718122,36.598687088494174,0.44501554984450153,1.0,False
GO_BP:Positive Regulation Of Catecholamine Secretion (GO:0033605),6,1,0.5598390171573819,1.7862277714718122,37.177916737479556,0.44506554934450654,1.0,False
GO_BP:Copper Ion Import (GO:0015677),6,1,0.5598390171573819,1.7862277714718122,46.78471911320594,0.44513554864451355,1.0,False
GO_BP:Leukotriene Transport (GO:0071716),6,1,0.5598390171573819,1.7862277714718122,54.86356953559775,0.44518554814451855,1.0,False
GO_BP:Regulation Of MHC Class I Biosynthetic Process (GO:0045343),6,1,0.5598390171573819,1.7862277714718122,56.168646264139305,0.44521554784452155,1.0,False
GO_BP:Renal Absorption (GO:0070293),16,2,1.4929040457530185,1.3396708286038592,55.90919411460476,0.44523554764452355,1.0,False
GO_BP:Regulation Of Phospholipid Transport (GO:2001138),6,1,0.5598390171573819,1.7862277714718122,43.40855736623197,0.44525554744452556,1.0,False
GO_BP:Placenta Blood Vessel Development (GO:0060674),6,1,0.5598390171573819,1.7862277714718122,45.03604703379707,0.44532554674453256,1.0,False
GO_BP:Formation Of Translation Preinitiation Complex (GO:0001731),6,1,0.5598390171573819,1.7862277714718122,38.70530092022343,0.44535554644453557,1.0,False
GO_BP:Nucleotide Transport (GO:0006862),6,1,0.5598390171573819,1.7862277714718122,36.90314917629284,0.44539554604453957,1.0,False
GO_BP:Regulation Of Myosin-Light-Chain-Phosphatase Activity (GO:0035507),6,1,0.5598390171573819,1.7862277714718122,34.969076458919666,0.44540554594454057,1.0,False
GO_BP:Definitive Hemopoiesis (GO:0060216),6,1,0.5598390171573819,1.7862277714718122,42.8778335811835,0.4454255457445426,1.0,False
GO_BP:Cardiac Pacemaker Cell Development (GO:0060926),6,1,0.5598390171573819,1.7862277714718122,47.256282100326274,0.4454555454445456,1.0,False
GO_BP:Smooth Muscle Cell Migration (GO:0014909),6,1,0.5598390171573819,1.7862277714718122,62.55659115864253,0.4454955450445496,1.0,False
GO_BP:Positive Regulation Of Hormone Metabolic Process (GO:0032352),6,1,0.5598390171573819,1.7862277714718122,49.92288000304643,0.4455055449445506,1.0,False
GO_BP:SA Node Cell Action Potential (GO:0086015),6,1,0.5598390171573819,1.7862277714718122,57.737696981079466,0.44556554434455653,1.0,False
GO_BP:Short-Chain Fatty Acid Metabolic Process (GO:0046459),6,1,0.5598390171573819,1.7862277714718122,45.74836702505795,0.44559554404455953,1.0,False
GO_BP:Response To Auditory Stimulus (GO:0010996),6,1,0.5598390171573819,1.7862277714718122,49.126985263827244,0.44566554334456654,1.0,False
GO_BP:Immunological Synapse Formation (GO:0001771),6,1,0.5598390171573819,1.7862277714718122,33.282082923249654,0.44575554244457555,1.0,False
GO_BP:Xenobiotic Glucuronidation (GO:0052697),6,1,0.5598390171573819,1.7862277714718122,58.56149879306562,0.44578554214457855,1.0,False
GO_BP:Positive Regulation Of Canonical Wnt Signaling Pathway (GO:0090263),78,8,7.277907223045965,1.0992170901365,53.02653857948411,0.44585554144458556,1.0,False
GO_BP:Positive Regulation Of cAMP-mediated Signaling (GO:0043950),6,1,0.5598390171573819,1.7862277714718122,38.72615348044146,0.44591554084459156,1.0,False
GO_BP:Cytolysis By Host Of Symbiont Cells (GO:0051838),6,1,0.5598390171573819,1.7862277714718122,29.05848102176454,0.44599554004459957,1.0,False
GO_BP:Regulation Of Activation Of Janus Kinase Activity (GO:0010533),6,1,0.5598390171573819,1.7862277714718122,49.15179741145575,0.44600553994460057,1.0,False
GO_BP:Regulation Of Mammary Gland Epithelial Cell Proliferation (GO:0033599),6,1,0.5598390171573819,1.7862277714718122,56.13835529057229,0.4460455395446046,1.0,False
GO_BP:Peptidyl-Arginine Modification (GO:0018195),6,1,0.5598390171573819,1.7862277714718122,35.91092606509332,0.4460555394446056,1.0,False
GO_BP:Positive Regulation Of Respiratory Burst (GO:0060267),6,1,0.5598390171573819,1.7862277714718122,51.00498487465821,0.4460555394446056,1.0,False
GO_BP:Positive Regulation Of Homotypic Cell-Cell Adhesion (GO:0034112),16,2,1.4929040457530185,1.3396708286038592,50.07562573787505,0.44616553834461653,1.0,False
GO_BP:Positive Regulation Of Fatty Acid Metabolic Process (GO:0045923),16,2,1.4929040457530185,1.3396708286038592,51.68173246632788,0.44629553704462954,1.0,False
GO_BP:Positive Regulation Of Cation Transmembrane Transport (GO:1904064),16,2,1.4929040457530185,1.3396708286038592,62.41799761934879,0.44632553674463255,1.0,False
GO_BP:Glycosylceramide Biosynthetic Process (GO:0046476),6,1,0.5598390171573819,1.7862277714718122,43.93500711970457,0.44632553674463255,1.0,False
GO_BP:Histone H2A-K119 Monoubiquitination (GO:0036353),6,1,0.5598390171573819,1.7862277714718122,45.82681424487591,0.44636553634463655,1.0,False
GO_BP:Positive Regulation Of Leukocyte Adhesion To Vascular Endothelial Cell (GO:1904996),16,2,1.4929040457530185,1.3396708286038592,41.88196310355492,0.44638553614463855,1.0,False
GO_BP:Regulation Of Growth Hormone Secretion (GO:0060123),6,1,0.5598390171573819,1.7862277714718122,42.10102739104634,0.44649553504464956,1.0,False
GO_BP:Cellular Response To dsRNA (GO:0071359),16,2,1.4929040457530185,1.3396708286038592,58.21462530216502,0.44650553494465056,1.0,False
GO_BP:Regulation Of Glial Cell Apoptotic Process (GO:0034350),6,1,0.5598390171573819,1.7862277714718122,59.463425578608145,0.44650553494465056,1.0,False
GO_BP:Regulation Of Ventricular Cardiac Muscle Cell Membrane Repolarization (GO:0060307),16,2,1.4929040457530185,1.3396708286038592,62.19572285144315,0.44654553454465457,1.0,False
GO_BP:Negative Regulation Of Type 2 Immune Response (GO:0002829),6,1,0.5598390171573819,1.7862277714718122,43.48778064941473,0.44655553444465557,1.0,False
GO_BP:Aldehyde Biosynthetic Process (GO:0046184),6,1,0.5598390171573819,1.7862277714718122,58.83026154972551,0.44658553414465857,1.0,False
GO_BP:Apoptotic Nuclear Changes (GO:0030262),16,2,1.4929040457530185,1.3396708286038592,45.360149870807305,0.4467255327446725,1.0,False
GO_BP:Negative Regulation Of Protein Maturation (GO:1903318),6,1,0.5598390171573819,1.7862277714718122,58.83798740890841,0.44684553154468454,1.0,False
GO_BP:Regulation Of Nucleocytoplasmic Transport (GO:0046822),16,2,1.4929040457530185,1.3396708286038592,48.35008436404652,0.44700552994470055,1.0,False
GO_BP:Positive Regulation Of Protein Localization To Centrosome (GO:1904781),6,1,0.5598390171573819,1.7862277714718122,54.16718872256596,0.44704552954470456,1.0,False
GO_BP:Regulation Of Stem Cell Proliferation (GO:0072091),16,2,1.4929040457530185,1.3396708286038592,45.27433777059458,0.44711552884471156,1.0,False
GO_BP:Regulation Of Collagen Fibril Organization (GO:1904026),6,1,0.5598390171573819,1.7862277714718122,35.14044130837795,0.44718552814471857,1.0,False
GO_BP:Hindlimb Morphogenesis (GO:0035137),6,1,0.5598390171573819,1.7862277714718122,39.681334589392584,0.44719552804471957,1.0,False
GO_BP:DNA-templated Transcription Termination (GO:0006353),16,2,1.4929040457530185,1.3396708286038592,38.39060759285916,0.44750552494475054,1.0,False
GO_BP:Endoplasmic Reticulum Tubular Network Organization (GO:0071786),16,2,1.4929040457530185,1.3396708286038592,37.32207747526042,0.44771552284477156,1.0,False
GO_BP:Negative Regulation Of Cellular Biosynthetic Process (GO:0031327),131,13,12.22315187460284,1.0635554669832163,46.77783247217606,0.44777552224477757,1.0,False
GO_BP:Positive Regulation Of Smooth Muscle Cell Migration (GO:0014911),16,2,1.4929040457530185,1.3396708286038592,43.79601176013655,0.4478455215447846,1.0,False
GO_BP:Neural Crest Cell Differentiation (GO:0014033),16,2,1.4929040457530185,1.3396708286038592,41.63502671581617,0.4478555214447856,1.0,False
GO_BP:Polyadenylation-Dependent snoRNA 3'-End Processing (GO:0071051),6,1,0.5598390171573819,1.7862277714718122,24.84860266231313,0.44793552064479353,1.0,False
GO_BP:Positive Regulation By Host Of Viral Transcription (GO:0043923),16,2,1.4929040457530185,1.3396708286038592,47.72367810103344,0.44798552014479853,1.0,False
GO_BP:Regulation Of Natural Killer Cell Activation (GO:0032814),16,2,1.4929040457530185,1.3396708286038592,46.3065667204505,0.44838551614483857,1.0,False
GO_BP:Regulation Of Brown Fat Cell Differentiation (GO:0090335),16,2,1.4929040457530185,1.3396708286038592,39.82601534736478,0.4484255157448426,1.0,False
GO_BP:Establishment Of Vesicle Localization (GO:0051650),16,2,1.4929040457530185,1.3396708286038592,32.56353837263637,0.4484955150448495,1.0,False
GO_BP:Carboxylic Acid Biosynthetic Process (GO:0046394),16,2,1.4929040457530185,1.3396708286038592,37.38639491531248,0.44861551384486154,1.0,False
GO_BP:Protein O-linked Mannosylation (GO:0035269),16,2,1.4929040457530185,1.3396708286038592,48.40914929229416,0.44862551374486254,1.0,False
GO_BP:Regulation Of Canonical Wnt Signaling Pathway (GO:0060828),194,19,18.10146155475535,1.0496389997308586,49.96236084186139,0.44862551374486254,1.0,False
GO_BP:Negative Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0045953),16,2,1.4929040457530185,1.3396708286038592,66.49852279523651,0.44863551364486354,1.0,False
GO_BP:Filopodium Assembly (GO:0046847),16,2,1.4929040457530185,1.3396708286038592,63.878979116385544,0.44868551314486854,1.0,False
GO_BP:Intracellular Lipid Transport (GO:0032365),16,2,1.4929040457530185,1.3396708286038592,46.18334387871261,0.44869551304486954,1.0,False
GO_BP:Positive Regulation Of Histone Methylation (GO:0031062),16,2,1.4929040457530185,1.3396708286038592,29.467968247178135,0.44883551164488356,1.0,False
GO_BP:Motile Cilium Assembly (GO:0044458),16,2,1.4929040457530185,1.3396708286038592,43.88746424691897,0.44900550994490057,1.0,False
GO_BP:Neuron Projection Organization (GO:0106027),16,2,1.4929040457530185,1.3396708286038592,44.222655551239264,0.4490355096449036,1.0,False
GO_BP:Positive Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress (GO:0036003),16,2,1.4929040457530185,1.3396708286038592,42.843679343434616,0.44914550854491453,1.0,False
GO_BP:Facultative Heterochromatin Formation (GO:0140718),16,2,1.4929040457530185,1.3396708286038592,34.81765170252095,0.44919550804491953,1.0,False
GO_BP:Regulation Of T Cell Differentiation (GO:0045580),47,5,4.385405634399492,1.1401453860458377,44.98850786879846,0.44932550674493255,1.0,False
GO_BP:Positive Regulation Of Peptidyl-Lysine Acetylation (GO:2000758),16,2,1.4929040457530185,1.3396708286038592,45.636509336632216,0.44934550654493455,1.0,False
GO_BP:Toll-Like Receptor 4 Signaling Pathway (GO:0034142),16,2,1.4929040457530185,1.3396708286038592,48.751248077058634,0.44979550204497953,1.0,False
GO_BP:Membrane Repolarization (GO:0086009),16,2,1.4929040457530185,1.3396708286038592,61.33365715560852,0.44981550184498154,1.0,False
GO_BP:Negative Regulation Of RNA Biosynthetic Process (GO:1902679),16,2,1.4929040457530185,1.3396708286038592,46.88263475527794,0.44990550094499054,1.0,False
GO_BP:Sulfur Amino Acid Metabolic Process (GO:0000096),16,2,1.4929040457530185,1.3396708286038592,57.192947445644386,0.44991550084499154,1.0,False
GO_BP:Antifungal Innate Immune Response (GO:0061760),16,2,1.4929040457530185,1.3396708286038592,44.301678767974,0.44996550034499655,1.0,False
GO_BP:Negative Regulation Of Anoikis (GO:2000811),16,2,1.4929040457530185,1.3396708286038592,36.12254962655496,0.45002549974500256,1.0,False
GO_BP:Regulation Of Cell Cycle G2/M Phase Transition (GO:1902749),16,2,1.4929040457530185,1.3396708286038592,46.22717525696726,0.45010549894501056,1.0,False
KEGG:Vascular smooth muscle contraction,131,13,12.22315187460284,1.0635554669832163,52.51899749933461,0.4503254967450325,1.0,False
GO_BP:Central Nervous System Neuron Development (GO:0021954),16,2,1.4929040457530185,1.3396708286038592,42.5855346007653,0.45034549654503453,1.0,False
GO_BP:Response To Endoplasmic Reticulum Stress (GO:0034976),110,11,10.263715314552002,1.0717366628830873,48.25519572085557,0.45164548354516454,1.0,False
GO_BP:Amino Acid Catabolic Process (GO:0009063),37,4,3.4523406058038555,1.1586342301438781,56.72340559767417,0.4562854371456285,1.0,False
GO_BP:mRNA Transcription By RNA Polymerase II (GO:0042789),37,4,3.4523406058038555,1.1586342301438781,40.017187573947126,0.45700542994570054,1.0,False
GO_BP:Positive Regulation Of Cation Channel Activity (GO:2001259),37,4,3.4523406058038555,1.1586342301438781,47.67837461845086,0.4573854261457385,1.0,False
GO_BP:G2/M Transition Of Mitotic Cell Cycle (GO:0000086),37,4,3.4523406058038555,1.1586342301438781,48.5068211113364,0.4574154258457415,1.0,False
GO_BP:Regulation Of Protein Localization To Plasma Membrane (GO:1903076),79,8,7.371213725905529,1.0853029497550253,50.60384278696651,0.45754542454575453,1.0,False
GO_BP:Regulation Of Cytosolic Calcium Ion Concentration (GO:0051480),37,4,3.4523406058038555,1.1586342301438781,47.247376624766495,0.45891541084589155,1.0,False
GO_BP:Autophagosome Organization (GO:1905037),58,6,5.4117771658546925,1.1086930995342281,46.609850943090734,0.45965540344596556,1.0,False
GO_BP:Positive Regulation Of Mitochondrion Organization (GO:0010822),58,6,5.4117771658546925,1.1086930995342281,48.1425299883353,0.46088539114608856,1.0,False
GO_BP:Peptidyl-Lysine Modification (GO:0018205),90,9,8.39758525736073,1.0717366628830873,47.03637725841959,0.46268537314626856,1.0,False
KEGG:Biosynthesis of unsaturated fatty acids,27,3,2.5192755772082185,1.1908185143145416,49.07626102912763,0.46429535704642955,1.0,False
GO_BP:Regulation Of Response To External Stimulus (GO:0032101),122,12,11.383393348866766,1.0541672093932006,52.13234185592036,0.4657853421465785,1.0,False
GO_BP:Protein Insertion Into ER Membrane (GO:0045048),27,3,2.5192755772082185,1.1908185143145416,37.60689451564866,0.4658153418465815,1.0,False
GO_BP:Protein Autoubiquitination (GO:0051865),69,7,6.4381486973098925,1.08726907828719,45.41416780289303,0.4658253417465825,1.0,False
GO_BP:Vacuolar Acidification (GO:0007035),27,3,2.5192755772082185,1.1908185143145416,44.00921409895519,0.46670533294667055,1.0,False
GO_BP:Post-Translational Protein Modification (GO:0043687),48,5,4.4787121372590555,1.1163923571698826,53.73209039002354,0.46675533244667555,1.0,False
GO_BP:Positive Regulation Of Microtubule Polymerization (GO:0031116),27,3,2.5192755772082185,1.1908185143145416,40.74309387351848,0.4669353306466935,1.0,False
GO_BP:Central Nervous System Neuron Differentiation (GO:0021953),27,3,2.5192755772082185,1.1908185143145416,54.98465110497221,0.46718532814671854,1.0,False
GO_BP:Establishment Of Protein Localization To Vacuole (GO:0072666),27,3,2.5192755772082185,1.1908185143145416,53.4637620587233,0.46719532804671954,1.0,False
GO_BP:Regulation Of Catecholamine Secretion (GO:0050433),27,3,2.5192755772082185,1.1908185143145416,53.72530862229324,0.46770532294677053,1.0,False
GO_BP:Negative Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0045841),27,3,2.5192755772082185,1.1908185143145416,43.8223669794479,0.46856531434685655,1.0,False
GO_BP:RNA-mediated Gene Silencing (GO:0031047),27,3,2.5192755772082185,1.1908185143145416,48.66809176536607,0.4687453125468745,1.0,False
GO_BP:Positive Regulation Of Response To Wounding (GO:1903036),27,3,2.5192755772082185,1.1908185143145416,50.89198531344663,0.4687653123468765,1.0,False
GO_BP:Regulation Of Protein Localization To Membrane (GO:1905475),27,3,2.5192755772082185,1.1908185143145416,53.57175013692557,0.46889531104688953,1.0,False
GO_BP:Negative Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901020),27,3,2.5192755772082185,1.1908185143145416,45.35734599812299,0.46897531024689754,1.0,False
GO_BP:Ventricular Septum Morphogenesis (GO:0060412),27,3,2.5192755772082185,1.1908185143145416,51.7380798586178,0.46920530794692056,1.0,False
GO_BP:Alpha-Amino Acid Catabolic Process (GO:1901606),27,3,2.5192755772082185,1.1908185143145416,60.01117467539144,0.46920530794692056,1.0,False
GO_BP:Regulation Of Lipid Biosynthetic Process (GO:0046890),27,3,2.5192755772082185,1.1908185143145416,43.968933586831064,0.46951530484695153,1.0,False
GO_BP:Positive Regulation Of DNA Recombination (GO:0045911),48,5,4.4787121372590555,1.1163923571698826,44.78332089086655,0.46970530294697055,1.0,False
GO_BP:Protein Targeting (GO:0006605),122,12,11.383393348866766,1.0541672093932006,50.384446328884884,0.4716652833471665,1.0,False
GO_BP:Endothelial Cell Proliferation (GO:0001935),17,2,1.5862105486125821,1.2608666622153968,55.25640838031144,0.4772452275477245,1.0,False
"GO_BP:Retrograde Protein Transport, ER To Cytosol (GO:0030970)",17,2,1.5862105486125821,1.2608666622153968,45.70015940357765,0.47728522714772853,1.0,False
GO_BP:Regulation Of Vascular Endothelial Cell Proliferation (GO:1905562),17,2,1.5862105486125821,1.2608666622153968,49.690595525099695,0.47734522654773454,1.0,False
GO_BP:Embryonic Digit Morphogenesis (GO:0042733),17,2,1.5862105486125821,1.2608666622153968,44.56713435974289,0.4775052249477505,1.0,False
GO_BP:NADP Metabolic Process (GO:0006739),17,2,1.5862105486125821,1.2608666622153968,45.30628361309704,0.47789522104778953,1.0,False
GO_BP:Regulation Of Microtubule-Based Process (GO:0032886),38,4,3.545647108663419,1.1281438556664078,47.23521981993114,0.47793522064779353,1.0,False
GO_BP:Positive Regulation Of Lymphocyte Differentiation (GO:0045621),38,4,3.545647108663419,1.1281438556664078,46.24166907875927,0.4782152178478215,1.0,False
GO_BP:Regulation Of Epithelial Cell Differentiation (GO:0030856),17,2,1.5862105486125821,1.2608666622153968,47.55775964794753,0.47847521524784753,1.0,False
GO_BP:Prostaglandin Biosynthetic Process (GO:0001516),17,2,1.5862105486125821,1.2608666622153968,48.45161317339415,0.4787152128478715,1.0,False
GO_BP:Muscle Tissue Morphogenesis (GO:0060415),17,2,1.5862105486125821,1.2608666622153968,45.56059009188569,0.4788052119478805,1.0,False
GO_BP:NLS-bearing Protein Import Into Nucleus (GO:0006607),17,2,1.5862105486125821,1.2608666622153968,46.07911392724018,0.4790452095479045,1.0,False
GO_BP:Positive Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904031),17,2,1.5862105486125821,1.2608666622153968,43.45157204051085,0.47915520844791554,1.0,False
GO_BP:Epoxygenase P450 Pathway (GO:0019373),17,2,1.5862105486125821,1.2608666622153968,54.44632219557506,0.47925520744792555,1.0,False
KEGG:Fatty acid biosynthesis,17,2,1.5862105486125821,1.2608666622153968,48.26203704989526,0.4793652063479365,1.0,False
GO_BP:Peptidyl-Threonine Dephosphorylation (GO:0035970),17,2,1.5862105486125821,1.2608666622153968,40.208755172824226,0.4793952060479395,1.0,False
GO_BP:Epithelial Structure Maintenance (GO:0010669),17,2,1.5862105486125821,1.2608666622153968,51.67176224315562,0.4794652053479465,1.0,False
GO_BP:Positive Regulation Of Alpha-Beta T Cell Proliferation (GO:0046641),17,2,1.5862105486125821,1.2608666622153968,55.85359175353909,0.47974520254797454,1.0,False
GO_BP:Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001236),59,6,5.5050836687142555,1.0899016910675465,47.39987218147268,0.47974520254797454,1.0,False
GO_BP:Mesenchyme Development (GO:0060485),17,2,1.5862105486125821,1.2608666622153968,47.15872869930462,0.47975520244797554,1.0,False
GO_BP:Regulation Of DNA Methylation-Dependent Heterochromatin Formation (GO:0090308),17,2,1.5862105486125821,1.2608666622153968,52.47103128918832,0.4800051999480005,1.0,False
"GO_BP:Positive Regulation Of mRNA Splicing, Via Spliceosome (GO:0048026)",17,2,1.5862105486125821,1.2608666622153968,41.595455031746795,0.4800051999480005,1.0,False
GO_BP:Regulation Of Establishment Of Cell Polarity (GO:2000114),17,2,1.5862105486125821,1.2608666622153968,47.124939913906154,0.4801551984480155,1.0,False
GO_BP:Positive Regulation Of Monocyte Chemotaxis (GO:0090026),17,2,1.5862105486125821,1.2608666622153968,46.465503824955974,0.48044519554804455,1.0,False
GO_BP:DNA Replication Checkpoint Signaling (GO:0000076),17,2,1.5862105486125821,1.2608666622153968,39.33838350142913,0.4804751952480475,1.0,False
GO_BP:Epithelial Cell Development (GO:0002064),17,2,1.5862105486125821,1.2608666622153968,66.63419481043658,0.4805351946480535,1.0,False
GO_BP:Regulation Of Cartilage Development (GO:0061035),17,2,1.5862105486125821,1.2608666622153968,55.19749631787651,0.4807851921480785,1.0,False
KEGG:Ferroptosis,38,4,3.545647108663419,1.1281438556664078,48.02931226355693,0.48089519104808953,1.0,False
GO_BP:Hydrogen Peroxide Catabolic Process (GO:0042744),17,2,1.5862105486125821,1.2608666622153968,58.11787690866396,0.48096519034809654,1.0,False
"GO_BP:Nuclear-Transcribed mRNA Catabolic Process, Exonucleolytic (GO:0000291)",17,2,1.5862105486125821,1.2608666622153968,36.106709606879356,0.4812851871481285,1.0,False
GO_BP:Cellular Response To Inorganic Substance (GO:0071241),17,2,1.5862105486125821,1.2608666622153968,56.2955577131593,0.48150518494815053,1.0,False
GO_BP:DNA Modification (GO:0006304),17,2,1.5862105486125821,1.2608666622153968,48.11518320071646,0.48158518414815854,1.0,False
GO_BP:Negative Regulation Of GTPase Activity (GO:0034260),17,2,1.5862105486125821,1.2608666622153968,53.319517731521735,0.4818051819481805,1.0,False
GO_BP:Regulation Of RIG-I Signaling Pathway (GO:0039535),17,2,1.5862105486125821,1.2608666622153968,48.97184829205894,0.4818251817481825,1.0,False
GO_BP:Regulation Of Cilium Assembly (GO:1902017),70,7,6.5314552001694555,1.0717366628830873,46.92411337605302,0.4818851811481885,1.0,False
GO_BP:Regulation Of Macromolecule Metabolic Process (GO:0060255),155,15,14.462507943232367,1.0371645124675037,44.818508348091356,0.4819351806481935,1.0,False
GO_BP:Regulation Of Single Stranded Viral RNA Replication Via Double Stranded DNA Intermediate (GO:0045091),17,2,1.5862105486125821,1.2608666622153968,45.51372097211781,0.4819851801481985,1.0,False
"GO_BP:mRNA Cis Splicing, Via Spliceosome (GO:0045292)",17,2,1.5862105486125821,1.2608666622153968,35.311621135073665,0.4820151798482015,1.0,False
GO_BP:Negative Regulation Of Protein Binding (GO:0032091),70,7,6.5314552001694555,1.0717366628830873,44.66486450889084,0.4822451775482245,1.0,False
KEGG:Other glycan degradation,17,2,1.5862105486125821,1.2608666622153968,55.6067834633322,0.4823651763482365,1.0,False
GO_BP:Positive Regulation Of Interferon-Alpha Production (GO:0032727),17,2,1.5862105486125821,1.2608666622153968,40.45556940662809,0.4824951750482495,1.0,False
GO_BP:Rho Protein Signal Transduction (GO:0007266),49,5,4.572018640118619,1.0936088396766197,45.438358005056216,0.48504514954850453,1.0,False
GO_BP:Intracellular Calcium Ion Homeostasis (GO:0006874),134,13,12.50307138318153,1.0397445236925476,51.464795200561205,0.48506514934850653,1.0,False
GO_BP:Gonad Development (GO:0008406),49,5,4.572018640118619,1.0936088396766197,49.458727546716766,0.4859451405485945,1.0,False
GO_BP:Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051279),49,5,4.572018640118619,1.0936088396766197,48.87853061286361,0.48628513714862853,1.0,False
GO_BP:Protein Transport (GO:0015031),305,29,28.458483372166913,1.0190283024134275,45.630728075209575,0.4866951330486695,1.0,False
GO_BP:Positive Regulation Of Transport (GO:0051050),49,5,4.572018640118619,1.0936088396766197,44.919124956177505,0.4874251257487425,1.0,False
KEGG:Oxidative phosphorylation,113,11,10.543634823130693,1.0432834771428283,46.42056155288473,0.48865511344886553,1.0,False
GO_BP:Transcription By RNA Polymerase III (GO:0006383),28,3,2.6125820800677824,1.1482892816604506,35.65116642418459,0.4890351096489035,1.0,False
"GO_BP:Maturation Of SSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)",28,3,2.6125820800677824,1.1482892816604506,45.00012442736726,0.48933510664893354,1.0,False
GO_BP:Innate Immune Response Activating Cell Surface Receptor Signaling Pathway (GO:0002220),28,3,2.6125820800677824,1.1482892816604506,56.13102106290985,0.49045509544904553,1.0,False
GO_BP:Calcium-Mediated Signaling (GO:0019722),81,8,7.557826731624656,1.0585053460573701,55.367606782210466,0.4906750932490675,1.0,False
GO_BP:Telomere Organization (GO:0032200),60,6,5.598390171573819,1.0717366628830873,43.149119524005854,0.4912550874491255,1.0,False
GO_BP:Regulation Of Calcium-Mediated Signaling (GO:0050848),28,3,2.6125820800677824,1.1482892816604506,58.29797231334631,0.4913650863491365,1.0,False
GO_BP:Regulation Of Gluconeogenesis (GO:0006111),28,3,2.6125820800677824,1.1482892816604506,50.237670868300334,0.4914050859491405,1.0,False
GO_BP:Positive Regulation Of Fibroblast Proliferation (GO:0048146),28,3,2.6125820800677824,1.1482892816604506,41.26179880369447,0.4914150858491415,1.0,False
